FileName,real_PGV_UD_1,real_PGV_UD_2,real_PGV_UD_3,real_PGV_UD_4,real_PGV_UD_5,real_PGV_UD_6,real_PGV_UD_7,real_PGV_UD_8,real_PGV_UD_9,real_PGV_UD_10,real_PGV_UD_11,real_PGV_UD_12,real_PGV_UD_13,real_PGV_UD_14,real_PGV_UD_15,real_PGV_UD_16,real_PGV_UD_17,real_PGV_UD_18,real_PGV_UD_19,real_PGV_UD_20
AIC0142010190328,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0145955652351805,0.0319097209746055,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548,0.0436176603800548
AIC0142102180358,0.0185257845534757,0.0185257845534757,0.0193123037954204,0.0193123037954204,0.0193123037954204,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263,0.0572505798771263
AIC0142104050622,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634,0.07342167538634
AIC0152009271313,0.13049121434031,0.13049121434031,0.13049121434031,0.13049121434031,0.168321084053597,0.168321084053597,0.168321084053597,0.366705373829273,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648,0.804802100449648
AIC0161903090108,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0469858609464828,0.0862559036479378,0.0862559036479378,0.116827560124843,0.120276365406178,0.120276365406178,0.120276365406178,0.120276365406178,0.120276365406178,0.120276365406178,0.120276365406178
AIC0162009271313,0.0700374232413173,0.0700374232413173,0.0700374232413173,0.0700374232413173,0.0765672641240397,0.0765672641240397,0.0765672641240397,0.0765672641240397,0.0765672641240397,0.0765672641240397,0.137840987233,0.137840987233,0.137840987233,0.137840987233,0.137840987233,0.137840987233,0.173921499146479,0.173921499146479,0.173921499146479,0.173921499146479
AIC0162102180358,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0359744187790405,0.0409115406164227,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791,0.0753612249684791
AIC0172009271313,0.0328727004927604,0.0679183176752906,0.0679183176752906,0.0679183176752906,0.0679183176752906,0.0781065224518315,0.0781065224518315,0.0781065224518315,0.113644241763717,0.144312009048466,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682,0.269099435571682
AIC0172104050622,0.0848903492307144,0.0848903492307144,0.0848903492307144,0.0848903492307144,0.0848903492307144,0.0848903492307144,0.09602329048542,0.100008206962113,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045,0.106613673004045
AKT0011901261723,0.0507145989365529,0.125028516274999,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854,0.161930708566854
AKT0011912191521,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.0729181286109498,0.202901700544525,0.202901700544525,0.202901700544525,0.202901700544525,0.202901700544525,0.202901700544525,0.202901700544525
AKT0012011060451,0.0168276479558184,0.0168276479558184,0.0168276479558184,0.0168276479558184,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373,0.0355880097796373
AKT0012012121619,0.053846758438431,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0607408349439907,0.0643919798769025,0.0643919798769025,0.0643919798769025,0.0643919798769025,0.0643919798769025
AKT0012012210223,0.184476324636379,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.219748945954529,0.226877483126257
