FileName,real_TP_1,real_TP_2,real_TP_3,real_TP_4,real_TP_5,real_TP_6,real_TP_7,real_TP_8,real_TP_9,real_TP_10,real_TP_11,real_TP_12,real_TP_13,real_TP_14,real_TP_15,real_TP_16,real_TP_17,real_TP_18,real_TP_19,real_TP_20
KNG0091908270013,0.00220839585586793,0.0020137218572665,0.00204399350605526,0.00213701371730033,0.00421307736537322,0.00650008647772418,0.00695747084180513,0.00632321895521107,0.00601177104687204,0.00583320113034128,0.00576074365622957,0.00575620382731683,0.00573769201579198,0.00572810330950324,0.00574264904634586,0.00576274675705567,0.0057702557806257,0.00583690918280066,0.00584221198987209,0.00587421646296914
KNG0091910121822,0.0110527014904974,0.0104441354362478,0.0085860433533378,0.00803632668544042,0.00779995366403547,0.00744534514386668,0.00737749217381085,0.00744508028805556,0.00799653348585785,0.00841576389167463,0.00838428454244752,0.00848054085795113,0.00853499602767594,0.00858175356087949,0.00859819673970639,0.00855814605313129,0.00868324877713108,0.00982463200764649,0.0168584509132739,0.0169615298268325
KNG0091912140324,0.00190003147979866,0.00159482097744783,0.00133534522981189,0.00129256799795636,0.00123975970954771,0.00122796974386569,0.00123586843851575,0.0016625358455727,0.00329838203352393,0.00324563245037083,0.00340707144410276,0.003385431344533,0.00339540622998127,0.0034279175191228,0.00344423088185859,0.00347802096395461,0.00353213817433512,0.00354608330871398,0.0035840547578065,0.00359225832263866
KNG0092005060157,0.0136331617522619,0.0153781153083293,0.0140779294135525,0.0134510392365667,0.0125056001252847,0.0124754569150013,0.0121438896871758,0.0118276920340156,0.0113071105300396,0.0110213312444835,0.0108750744719561,0.0114449084348749,0.0113435436902428,0.0106915664145952,0.00993086097576984,0.00970568462355129,0.00957437362178372,0.00940682097103593,0.00911833689523504,0.00901161775615602
KNG0101906240911,0.0142498107350224,0.0159385083485913,0.0155263402462001,0.0152847764610112,0.014824516231849,0.0145224089772381,0.0149233632464612,0.0149661268621574,0.0148732000194551,0.0145456515802757,0.0159820852840508,0.0286020603286533,0.0333927611277752,0.0321979065725451,0.0309669219930344,0.0290105730300332,0.0289764828988508,0.0286552180286516,0.0283423034064719,0.0281718068727055
KNG0101907082254,0.00204893853929936,0.00201538844953359,0.00197093995524094,0.00180130206831708,0.00190317409879596,0.0162849855535825,0.0179261469921491,0.0196282536522888,0.0172975361711637,0.0170847035982073,0.0163965246900676,0.0152883621369647,0.0147526682333667,0.0147774792963518,0.0140399633699463,0.0139224401368464,0.0138182350979257,0.0137933208039417,0.0137215295110421,0.0136765436294171
KNG0101910121822,0.0183954952963034,0.0159621377910003,0.0154759919938333,0.0143748683613013,0.0140923446656339,0.0134473425254385,0.0135135288338405,0.0134726084493811,0.0135026978611457,0.0135523509021108,0.0134487979965113,0.0132460165172524,0.0133255251264612,0.0132597826542891,0.0134162221853135,0.0133608215726353,0.0137309837688597,0.0143102193849622,0.0139426998913134,0.0129631210578581
KNG0101912140324,0.00375803451405959,0.00374023093118456,0.00366300154634205,0.00336454087234734,0.00302168277807703,0.00297716852922602,0.00270972466401364,0.00272953065149424,0.00281399325861117,0.00281875740837561,0.00294376423945091,0.00287880138425541,0.00283501010524839,0.00280505648791992,0.00289730380707914,0.00291911317637395,0.0029663342711493,0.00304854174503589,0.0049835936494535,0.00507438465395301
KNG0102002010207,0.00762551356479881,0.00520294867338871,0.00551713974213639,0.00541991021446725,0.0053959272363472,0.00526284521833143,0.0103095326631352,0.0122891426172649,0.018520195597219,0.0186755207278627,0.0185570003628961,0.0183620756777456,0.0181039626132897,0.0180611014550911,0.0182271583877099,0.018203003670502,0.0183864700076035,0.0186117961165176,0.0183879461911343,0.0257666551185064
KNG0102005060157,0.0161449867282168,0.011092726421833,0.0101763989409314,0.00928089926707208,0.00905159786483974,0.00946987858882793,0.00920898443109718,0.009392753971811,0.00954249487552003,0.00935228016080056,0.00927309779734911,0.00935357976387965,0.00930843015985392,0.00931011843291746,0.00892009124614854,0.00867708950659831,0.00873511785899304,0.00831966792980872,0.013178691602161,0.0130714201775522
KNG0111906240911,0.00874824562368065,0.00750339003000044,0.00732684763059238,0.00730656974631251,0.007254122834026,0.00713859010534587,0.00733256478613786,0.00728079560605419,0.00733320313637371,0.00721631262225589,0.00715095728640613,0.00711203618798408,0.007217293005379,0.00685555301191704,0.00632093217792049,0.00615571711762256,0.00614832192723509,0.00609806365303861,0.00628274792268473,0.00625592856793979
KNG0111907082254,0.00108245724261367,0.000981950595501575,0.000990873106721442,0.00253409389127675,0.00259403255976594,0.00264273798315251,0.0027028996960033,0.00275807658476201,0.002803375315112,0.00282774241686888,0.0028492285248832,0.00288024169974945,0.00290463938894419,0.00290745084590725,0.00294031208066775,0.00298443073878637,0.00300107651929387,0.00300309615060235,0.00300551275898002,0.00301154072436805
KNG0111908270013,0.000980816343128381,0.000897270245434356,0.00111177866810528,0.00225458128758156,0.00228547521262774,0.00232310317709609,0.00235993082971011,0.0024511119461157,0.00254309842970711,0.00257877346040501,0.00261873919237736,0.00269669801262414,0.0027763132692303,0.00286368885525564,0.00288335319126884,0.00288722585331042,0.00290199013524765,0.00292125874676833,0.0029262573063295,0.00293214293770675
KNG0111910121822,0.00748847938334759,0.00754184232969868,0.00760119085426595,0.00756228400478049,0.00757874079215968,0.00754711832312743,0.00753298357413144,0.00764105310647878,0.00763358723599691,0.0082008904131282,0.00822875956515841,0.00823869950459558,0.00823647250158639,0.00822376375768813,0.00822102618192305,0.00820522310079862,0.00817174628928954,0.00832792145493789,0.0083212957831212,0.00853462680224519
