FileName,real_caa_total_1,real_caa_total_2,real_caa_total_3,real_caa_total_4,real_caa_total_5,real_caa_total_6,real_caa_total_7,real_caa_total_8,real_caa_total_9,real_caa_total_10,real_caa_total_11,real_caa_total_12,real_caa_total_13,real_caa_total_14,real_caa_total_15,real_caa_total_16,real_caa_total_17,real_caa_total_18,real_caa_total_19,real_caa_total_20
IBR0062103071242,3.11542438646651,4.93701150140748,6.09461051989014,7.17693440126448,8.55506630492125,9.67997198711706,11.5335712016121,18.7565482560007,23.0531893879297,25.4526979898779,27.9599704495324,29.6456547877727,31.5201151921669,33.1183504206977,34.4270911020924,35.5205327631241,36.4818061135499,37.4556701459805,38.1758744132175,38.9456223934895
IBR0062103160456,2.8688865000787,7.99681861351387,14.341418148595,21.3742020080247,26.5714241304105,32.9054061116212,38.2181883042136,44.8540302865765,51.5573055995641,65.4519921993569,92.6506363915681,108.186205740286,125.938079666892,137.711442318207,148.011155074601,156.245114094902,165.242399211867,170.18464704359,175.055096519721,179.420838251782
IBR0062103171729,0.259068225114061,0.865500327243694,1.61385307698281,2.49868274167881,3.3330706313573,4.14074291581674,4.92001152991926,5.60496354874195,6.41932829908254,7.30266493011181,8.14715160344487,8.96953008063193,10.0357855481803,10.8710095892252,11.7234278422191,12.6425284114769,13.7123121003441,14.5420121377816,15.365809512263,16.5955671492785
IBR0062105140858,0.219040827226999,0.92753691768801,2.0955828199092,3.83727505633226,5.34953721744014,6.93914913639726,8.91436034832889,10.2773832309857,11.9518435032087,13.4147181467712,14.9256273398741,16.6213678563252,18.3728107508103,20.4109820896253,22.1620861040417,23.9019640944761,26.1104175932949,27.7654618386712,30.1051560692918,32.2877437587754
IBR0062105240409,1.11623405169196,2.34718636956192,3.65502357437725,5.29124457148006,6.68022622055651,7.91820248647251,8.9124209685684,10.0539672778111,11.2547887778954,12.6128801177807,17.1652793132874,21.042536360694,23.1259400841077,25.3220206825473,27.4023200763149,29.0546380628196,30.5717647620457,32.2348498228972,33.7612425878163,35.1517997359883
IBR0062106091727,1.10380196204073,2.11417999549948,3.09986969456701,4.02884989141958,4.81629956582611,5.53477063317159,6.35216978084641,7.23923989661697,7.92920177823766,8.74278107177426,9.40491595228596,10.110922545258,10.8959331374552,11.7324107749747,12.7703792637422,13.5636944636619,14.2522486734351,15.0627654797904,16.0924754534696,17.2532906839876
IBR0062106140406,0.40147420520212,1.15286132321269,2.26819881819619,3.57614759835502,4.90568503770977,6.44365098512313,8.25094675507515,11.1645803108702,14.5023953374602,17.3797531141336,20.0820230183535,22.3048802139492,24.0504565319229,25.248420961537,26.8560008047864,28.1191993730048,29.2373335418743,30.4657061582033,31.6117781104402,32.4310896899729
IBR0062107041535,0.998217603353064,2.70387789996534,4.0034620808856,5.72627058790407,8.19558089420257,11.2016413699457,13.4296095802255,15.9771593624243,22.454254495174,28.565096425479,32.4629033943459,36.3423795425244,40.3017535235392,43.393374844111,45.9394421582224,48.1169360738144,50.2267150968695,52.2893353391672,53.9252339074247,55.7792731704324
IBR0062107270519,0.277246631533787,0.757677986932627,1.37557553904582,2.25231962734007,3.03161229555933,3.65027802488419,4.47659949170145,5.30650664953191,5.9567465067046,6.75485189776304,7.39032482508344,8.23123805901739,9.0153129150736,9.91985520942198,11.0476496638903,12.0219111517818,14.285031147676,19.1768963814089,23.693755057158,26.8562306984825
IBR0062107280055,1.59079203043072,6.09868910060524,8.4054946684296,10.6135113832146,12.824851423377,15.8256983904182,18.444638781365,20.769873613002,24.0681628910419,29.7660714081067,41.7319916648451,51.9880753249432,57.9858631587551,62.4266086182709,66.9622682728412,69.5782210656256,71.7085033040064,73.7418710967239,75.6285491539461,77.0713158579679
IBR0062108040533,0.560102060525218,2.62568053418356,4.60854777760905,6.5159177798459,9.09082313864867,11.4502794885742,13.9591303796036,16.2979920752719,18.7286313239072,21.4164825877909,23.6267299964487,25.9742483832163,29.1236501787427,31.8568659659795,34.3855749321819,37.0334042460404,40.958831505709,45.8833048027498,52.8815299808457,61.3765760936011
IBR0071901141323,3.451727117039,6.98079588859779,9.56610145537448,12.1076869349509,14.4594557806078,16.6441812709564,19.2224298808418,21.4518717162832,23.8659751986055,30.4282282026149,43.0405585318299,52.7545935140781,59.8888723979613,65.5555907299797,69.9400015903516,75.030308962209,79.3409454629721,83.3146419721939,86.9906888976219,91.0121872999488
IBR0071901182146,0.859439695527972,2.74982103229521,4.83682385084531,7.74738503284642,10.3721846993134,13.31610179032,15.9460538946135,18.9009905894774,21.8893733020493,25.2057901414811,28.672346626607,33.596806841841,39.4155782867948,45.2510937554914,50.984945955707,55.7492136375211,59.0577089554101,62.6434934022992,66.1456702629068,68.9976065118965
IBR0071901220704,0.964941350411485,2.13967685527812,3.31737188011627,4.17509694973361,4.94561079271053,5.6574397521698,6.32217259253107,6.92412502681046,11.9463571463881,16.8555326950936,19.5003657179356,21.2469230772956,22.469395969668,23.539087419471,24.4857396100576,25.2224040331433,25.7736979931803,26.3820847486493,26.817139784554,27.2156964558681
IBR0071903020603,0.597489558807779,1.69199305781747,2.76185813977052,4.29209732445096,5.56582518515212,7.00218234252366,10.0194658509189,16.0203905549029,21.984724204263,26.090956417246,29.9550554427419,32.6612946487383,35.062855475599,37.7437796463826,39.67412326681,41.3016792239465,42.8268289980348,44.3055485713341,45.519768931082,46.7194637425388
IBR0071905010043,1.15047593158505,2.17608086004754,3.47609641516079,4.57200176037409,5.60202311514401,6.92102280792167,13.848230376354,17.9915712469854,20.8688434089946,22.8332098924016,24.7635040263066,26.3911850711828,27.5752696079748,28.5650273517011,29.4389271949937,30.2340480772064,30.951970762621,31.7383344133616,32.3675923682055,32.9210648139485
IBR0071905270404,1.53859412858904,3.26886886936313,4.70798460147644,6.05872708749088,7.57131316675666,13.6270393837932,19.390045700231,23.2355786369587,26.652337929935,30.2024493149018,32.8761417403661,35.7489901096664,38.0483613477303,39.9440107297376,41.3374057165313,42.8629920083045,44.3091311511338,45.6235342016976,46.7013517457498,47.7834498339923
IBR0071906170800,9.10048085420547,17.8589732201802,24.9002477763747,29.7418301084523,36.4662490975237,41.5839718939507,49.3784659518686,59.1861020687171,81.1393256608893,141.27004394931,172.25649924627,194.567306837909,211.923551887262,226.945840558436,237.260470827163,248.568133399552,258.498286390554,266.86701516198,274.30030373367,279.855921791549
